N,T,T/N,trial,method,precision,recall,f1,hub_recovery,density
50,250,5.0,2,LASSO,0.8157894736842105,0.248,0.3803680981595092,0.2,0.015510204081632653
50,250,5.0,2,KNN,0.12195121951219512,0.12,0.12096774193548387,0.2,0.05020408163265306
50,250,5.0,3,OLS,,,,,
50,250,5.0,3,LASSO,0.7407407407407407,0.16,0.2631578947368421,0.0,0.011020408163265306
50,250,5.0,3,KNN,0.13821138211382114,0.136,0.13709677419354838,0.0,0.05020408163265306
50,250,5.0,4,OLS,,,,,
50,250,5.0,4,LASSO,0.7692307692307693,0.16,0.26490066225165565,0.4,0.010612244897959184
50,250,5.0,4,KNN,0.08130081300813008,0.08,0.08064516129032258,0.0,0.05020408163265306
50,250,5.0,5,OLS,,,,,
50,250,5.0,5,LASSO,0.7027027027027027,0.208,0.32098765432098764,0.2,0.015102040816326531
50,250,5.0,5,KNN,0.11382113821138211,0.112,0.11290322580645161,0.0,0.05020408163265306
50,250,5.0,6,OLS,,,,,
50,250,5.0,6,LASSO,0.8048780487804879,0.264,0.39759036144578314,0.2,0.01673469387755102
50,250,5.0,6,KNN,0.08943089430894309,0.088,0.08870967741935484,0.2,0.05020408163265306
50,250,5.0,7,OLS,,,,,
50,250,5.0,7,LASSO,0.6756756756756757,0.2,0.30864197530864196,0.2,0.015102040816326531
50,250,5.0,7,KNN,0.13821138211382114,0.136,0.13709677419354838,0.4,0.05020408163265306
50,250,5.0,8,OLS,,,,,
50,250,5.0,8,LASSO,0.8297872340425532,0.312,0.45348837209302323,0.4,0.019183673469387756
50,250,5.0,8,KNN,0.2032520325203252,0.2,0.20161290322580644,0.4,0.05020408163265306
50,250,5.0,9,OLS,,,,,
50,250,5.0,9,LASSO,0.6538461538461539,0.136,0.2251655629139073,0.4,0.010612244897959184
50,250,5.0,9,KNN,0.07317073170731707,0.072,0.07258064516129033,0.0,0.05020408163265306
50,250,5.0,10,OLS,,,,,
50,250,5.0,10,LASSO,0.8444444444444444,0.304,0.4470588235294118,0.2,0.018367346938775512
50,250,5.0,10,KNN,0.15447154471544716,0.152,0.1532258064516129,0.2,0.05020408163265306
50,250,5.0,11,OLS,,,,,
50,250,5.0,11,LASSO,0.8055555555555556,0.232,0.36024844720496896,0.2,0.014693877551020407
50,250,5.0,11,KNN,0.11382113821138211,0.112,0.11290322580645161,0.0,0.05020408163265306
50,250,5.0,12,OLS,,,,,
50,250,5.0,12,LASSO,0.7619047619047619,0.256,0.38323353293413176,0.2,0.017142857142857144
50,250,5.0,12,KNN,0.17886178861788618,0.176,0.1774193548387097,0.2,0.05020408163265306
50,250,5.0,13,OLS,,,,,
50,250,5.0,13,LASSO,0.7804878048780488,0.256,0.3855421686746988,0.4,0.01673469387755102
50,250,5.0,13,KNN,0.14634146341463414,0.144,0.14516129032258066,0.0,0.05020408163265306
50,250,5.0,14,OLS,,,,,
50,250,5.0,14,LASSO,0.6578947368421053,0.2,0.3067484662576687,0.0,0.015510204081632653
50,250,5.0,14,KNN,0.11382113821138211,0.112,0.11290322580645161,0.0,0.05020408163265306
50,250,5.0,15,OLS,,,,,
50,250,5.0,15,LASSO,0.8205128205128205,0.256,0.3902439024390244,0.0,0.015918367346938776
50,250,5.0,15,KNN,0.10569105691056911,0.104,0.10483870967741936,0.2,0.05020408163265306
50,250,5.0,16,OLS,,,,,
50,250,5.0,16,LASSO,0.8636363636363636,0.152,0.2585034013605442,0.4,0.008979591836734694
50,250,5.0,16,KNN,0.0975609756097561,0.096,0.0967741935483871,0.0,0.05020408163265306
50,250,5.0,17,OLS,,,,,
50,250,5.0,17,LASSO,0.7755102040816326,0.304,0.4367816091954023,0.2,0.02
50,250,5.0,17,KNN,0.14634146341463414,0.144,0.14516129032258066,0.0,0.05020408163265306
50,250,5.0,18,OLS,,,,,
50,250,5.0,18,LASSO,0.6666666666666666,0.176,0.27848101265822783,0.0,0.013469387755102041
50,250,5.0,18,KNN,0.10569105691056911,0.104,0.10483870967741936,0.2,0.05020408163265306
50,250,5.0,19,OLS,,,,,
50,250,5.0,19,LASSO,0.8,0.224,0.35,0.6,0.014285714285714285
50,250,5.0,19,KNN,0.12195121951219512,0.12,0.12096774193548387,0.0,0.05020408163265306
50,250,5.0,20,OLS,,,,,
50,250,5.0,20,LASSO,0.8333333333333334,0.2,0.3225806451612903,0.2,0.012244897959183673
50,250,5.0,20,KNN,0.10569105691056911,0.104,0.10483870967741936,0.0,0.05020408163265306
50,250,5.0,21,OLS,,,,,
50,250,5.0,21,LASSO,0.7222222222222222,0.208,0.32298136645962733,0.0,0.014693877551020407
50,250,5.0,21,KNN,0.11382113821138211,0.112,0.11290322580645161,0.0,0.05020408163265306
50,250,5.0,22,OLS,,,,,
50,250,5.0,22,LASSO,0.8292682926829268,0.272,0.40963855421686746,0.2,0.01673469387755102
50,250,5.0,22,KNN,0.11382113821138211,0.112,0.11290322580645161,0.0,0.05020408163265306
50,250,5.0,23,OLS,,,,,
50,250,5.0,23,LASSO,0.8,0.256,0.3878787878787879,0.4,0.0163265306122449
50,250,5.0,23,KNN,0.08943089430894309,0.088,0.08870967741935484,0.2,0.05020408163265306
50,250,5.0,24,OLS,,,,,
50,250,5.0,24,LASSO,0.7,0.28,0.4,0.2,0.02040816326530612
50,250,5.0,24,KNN,0.13821138211382114,0.136,0.13709677419354838,0.0,0.05020408163265306
50,250,5.0,25,OLS,,,,,
50,250,5.0,25,LASSO,0.7368421052631579,0.224,0.34355828220858897,0.0,0.015510204081632653
50,250,5.0,25,KNN,0.11382113821138211,0.112,0.11290322580645161,0.2,0.05020408163265306
50,250,5.0,26,OLS,,,,,
50,250,5.0,26,LASSO,0.8095238095238095,0.272,0.40718562874251496,0.2,0.017142857142857144
50,250,5.0,26,KNN,0.17073170731707318,0.168,0.1693548387096774,0.4,0.05020408163265306
50,250,5.0,27,OLS,,,,,
50,250,5.0,27,LASSO,0.85,0.272,0.4121212121212121,0.4,0.0163265306122449
50,250,5.0,27,KNN,0.13008130081300814,0.128,0.12903225806451613,0.4,0.05020408163265306
50,250,5.0,28,OLS,,,,,
50,250,5.0,28,LASSO,0.8333333333333334,0.28,0.41916167664670656,0.4,0.017142857142857144
50,250,5.0,28,KNN,0.15447154471544716,0.152,0.1532258064516129,0.0,0.05020408163265306
50,250,5.0,29,OLS,,,,,
50,250,5.0,29,LASSO,0.7435897435897436,0.232,0.35365853658536583,0.2,0.015918367346938776
50,250,5.0,29,KNN,0.0975609756097561,0.096,0.0967741935483871,0.0,0.05020408163265306
50,250,5.0,30,OLS,,,,,
50,250,5.0,30,LASSO,0.7428571428571429,0.208,0.325,0.2,0.014285714285714285
50,250,5.0,30,KNN,0.13821138211382114,0.136,0.13709677419354838,0.0,0.05020408163265306
50,250,5.0,31,OLS,,,,,
50,250,5.0,31,LASSO,0.7272727272727273,0.192,0.3037974683544304,0.2,0.013469387755102041
50,250,5.0,31,KNN,0.07317073170731707,0.072,0.07258064516129033,0.0,0.05020408163265306
50,250,5.0,32,OLS,,,,,
50,250,5.0,32,LASSO,0.7272727272727273,0.32,0.4444444444444444,0.2,0.022448979591836733
50,250,5.0,32,KNN,0.17073170731707318,0.168,0.1693548387096774,0.0,0.05020408163265306
50,250,5.0,33,OLS,,,,,
50,250,5.0,33,LASSO,0.9117647058823529,0.248,0.389937106918239,0.4,0.013877551020408163
50,250,5.0,33,KNN,0.15447154471544716,0.152,0.1532258064516129,0.4,0.05020408163265306
50,250,5.0,34,OLS,,,,,
50,250,5.0,34,LASSO,0.6923076923076923,0.216,0.32926829268292684,0.0,0.015918367346938776
50,250,5.0,34,KNN,0.13821138211382114,0.136,0.13709677419354838,0.2,0.05020408163265306
50,250,5.0,35,OLS,,,,,
50,250,5.0,35,LASSO,0.7380952380952381,0.248,0.3712574850299401,0.2,0.017142857142857144
50,250,5.0,35,KNN,0.15447154471544716,0.152,0.1532258064516129,0.2,0.05020408163265306
50,250,5.0,36,OLS,,,,,
50,250,5.0,36,LASSO,0.7567567567567568,0.224,0.345679012345679,0.4,0.015102040816326531
50,250,5.0,36,KNN,0.13821138211382114,0.136,0.13709677419354838,0.2,0.05020408163265306
50,250,5.0,37,OLS,,,,,
50,250,5.0,37,LASSO,0.7368421052631579,0.224,0.34355828220858897,0.0,0.015510204081632653
50,250,5.0,37,KNN,0.14634146341463414,0.144,0.14516129032258066,0.0,0.05020408163265306
50,250,5.0,38,OLS,,,,,
50,250,5.0,38,LASSO,0.8387096774193549,0.208,0.3333333333333333,0.2,0.012653061224489797
50,250,5.0,38,KNN,0.14634146341463414,0.144,0.14516129032258066,0.2,0.05020408163265306
50,250,5.0,39,OLS,,,,,
50,250,5.0,39,LASSO,0.7575757575757576,0.2,0.31645569620253167,0.4,0.013469387755102041
50,250,5.0,39,KNN,0.11382113821138211,0.112,0.11290322580645161,0.0,0.05020408163265306
50,250,5.0,40,OLS,,,,,
50,250,5.0,40,LASSO,0.7560975609756098,0.248,0.37349397590361444,0.2,0.01673469387755102
50,250,5.0,40,KNN,0.08943089430894309,0.088,0.08870967741935484,0.0,0.05020408163265306
50,250,5.0,41,OLS,,,,,
50,250,5.0,41,LASSO,0.9047619047619048,0.304,0.4550898203592814,0.0,0.017142857142857144
50,250,5.0,41,KNN,0.1951219512195122,0.192,0.1935483870967742,0.2,0.05020408163265306
50,250,5.0,42,OLS,,,,,
50,250,5.0,42,LASSO,0.8913043478260869,0.328,0.47953216374269003,0.0,0.018775510204081632
50,250,5.0,42,KNN,0.17886178861788618,0.176,0.1774193548387097,0.2,0.05020408163265306
50,250,5.0,43,OLS,,,,,
50,250,5.0,43,LASSO,0.7272727272727273,0.192,0.3037974683544304,0.0,0.013469387755102041
50,250,5.0,43,KNN,0.06504065040650407,0.064,0.06451612903225806,0.0,0.05020408163265306
50,250,5.0,44,OLS,,,,,
50,250,5.0,44,LASSO,0.8333333333333334,0.2,0.3225806451612903,0.0,0.012244897959183673
50,250,5.0,44,KNN,0.10569105691056911,0.104,0.10483870967741936,0.2,0.05020408163265306
50,250,5.0,45,OLS,,,,,
50,250,5.0,45,LASSO,0.8064516129032258,0.2,0.32051282051282054,0.2,0.012653061224489797
50,250,5.0,45,KNN,0.11382113821138211,0.112,0.11290322580645161,0.0,0.05020408163265306
50,250,5.0,46,OLS,,,,,
50,250,5.0,46,LASSO,0.7105263157894737,0.216,0.3312883435582822,0.0,0.015510204081632653
50,250,5.0,46,KNN,0.14634146341463414,0.144,0.14516129032258066,0.2,0.05020408163265306
50,250,5.0,47,OLS,,,,,
50,250,5.0,47,LASSO,0.7666666666666667,0.184,0.2967741935483871,0.2,0.012244897959183673
50,250,5.0,47,KNN,0.13821138211382114,0.136,0.13709677419354838,0.4,0.05020408163265306
50,250,5.0,48,OLS,,,,,
50,250,5.0,48,LASSO,0.717948717948718,0.224,0.34146341463414637,0.2,0.015918367346938776
50,250,5.0,48,KNN,0.10569105691056911,0.104,0.10483870967741936,0.2,0.05020408163265306
50,250,5.0,49,OLS,,,,,
50,250,5.0,49,LASSO,0.8055555555555556,0.232,0.36024844720496896,0.2,0.014693877551020407
50,250,5.0,49,KNN,0.15447154471544716,0.152,0.1532258064516129,0.0,0.05020408163265306
