method,f1,precision,recall,density_true,density_pred,N,T,trial,T_N_ratio,dgp
LASSO-TE,0.07169811320754717,0.6333333333333333,0.038,0.050505050505050504,0.0030303030303030303,100,120,7,1.2,garch
OLS-TE,0.20666213460231136,0.15653964984552007,0.304,0.050505050505050504,0.09808080808080807,100,120,7,1.2,garch
LASSO-TE,0.07633587786259542,0.8333333333333334,0.04,0.050505050505050504,0.0024242424242424242,100,120,8,1.2,garch
OLS-TE,0.1990257480862909,0.1526147278548559,0.286,0.050505050505050504,0.09464646464646465,100,120,8,1.2,garch
LASSO-TE,0.12915129151291513,0.8333333333333334,0.07,0.050505050505050504,0.004242424242424243,100,120,9,1.2,garch
OLS-TE,0.21328224776500637,0.15666041275797374,0.334,0.050505050505050504,0.10767676767676768,100,120,9,1.2,garch
LASSO-TE,0.29541595925297115,0.9775280898876404,0.174,0.050505050505050504,0.00898989898989899,100,250,0,2.5,garch
OLS-TE,0.21483146067415732,0.13855072463768117,0.478,0.050505050505050504,0.17424242424242425,100,250,0,2.5,garch
LASSO-TE,0.24870466321243523,0.9113924050632911,0.144,0.050505050505050504,0.00797979797979798,100,250,1,2.5,garch
OLS-TE,0.24512256128064033,0.16344229486324216,0.49,0.050505050505050504,0.15141414141414142,100,250,1,2.5,garch
LASSO-TE,0.31438127090301005,0.9591836734693877,0.188,0.050505050505050504,0.009898989898989899,100,250,2,2.5,garch
OLS-TE,0.21037735849056605,0.13765432098765432,0.446,0.050505050505050504,0.16363636363636364,100,250,2,2.5,garch
LASSO-TE,0.24738675958188153,0.9594594594594594,0.142,0.050505050505050504,0.007474747474747475,100,250,3,2.5,garch
OLS-TE,0.21727019498607242,0.1414752116082225,0.468,0.050505050505050504,0.16707070707070706,100,250,3,2.5,garch
LASSO-TE,0.3305785123966942,0.9523809523809523,0.2,0.050505050505050504,0.010606060606060607,100,250,4,2.5,garch
OLS-TE,0.2152777777777778,0.13747228381374724,0.496,0.050505050505050504,0.18222222222222223,100,250,4,2.5,garch
LASSO-TE,0.32558139534883723,0.9607843137254902,0.196,0.050505050505050504,0.010303030303030303,100,250,5,2.5,garch
OLS-TE,0.21305841924398625,0.13566739606126915,0.496,0.050505050505050504,0.18464646464646464,100,250,5,2.5,garch
LASSO-TE,0.2512908777969019,0.9012345679012346,0.146,0.050505050505050504,0.008181818181818182,100,250,6,2.5,garch
OLS-TE,0.22814814814814816,0.15147540983606558,0.462,0.050505050505050504,0.15404040404040403,100,250,6,2.5,garch
LASSO-TE,0.2611683848797251,0.926829268292683,0.152,0.050505050505050504,0.008282828282828282,100,250,7,2.5,garch
OLS-TE,0.21473889702293802,0.14202711426726922,0.44,0.050505050505050504,0.15646464646464647,100,250,7,2.5,garch
LASSO-TE,0.2452504317789292,0.8987341772151899,0.142,0.050505050505050504,0.00797979797979798,100,250,8,2.5,garch
OLS-TE,0.23407407407407407,0.15540983606557376,0.474,0.050505050505050504,0.15404040404040403,100,250,8,2.5,garch
LASSO-TE,0.3149078726968174,0.9690721649484536,0.188,0.050505050505050504,0.009797979797979799,100,250,9,2.5,garch
OLS-TE,0.20912715994683206,0.13431986340352875,0.472,0.050505050505050504,0.17747474747474748,100,250,9,2.5,garch
LASSO-TE,0.5658263305322129,0.9439252336448598,0.404,0.050505050505050504,0.021616161616161617,100,500,0,5.0,garch
OLS-TE,0.17364939360529216,0.10070332480818414,0.63,0.050505050505050504,0.31595959595959594,100,500,0,5.0,garch
LASSO-TE,0.5404624277456648,0.9739583333333334,0.374,0.050505050505050504,0.019393939393939394,100,500,1,5.0,garch
OLS-TE,0.21943348870562926,0.13368283093053734,0.612,0.050505050505050504,0.2312121212121212,100,500,1,5.0,garch
LASSO-TE,0.5180897250361794,0.93717277486911,0.358,0.050505050505050504,0.019292929292929292,100,500,2,5.0,garch
OLS-TE,0.17732637935767226,0.10276805599745466,0.646,0.050505050505050504,0.31747474747474747,100,500,2,5.0,garch
LASSO-TE,0.5449358059914408,0.9502487562189055,0.382,0.050505050505050504,0.020303030303030302,100,500,3,5.0,garch
OLS-TE,0.2072101331601169,0.12369135323768903,0.638,0.050505050505050504,0.2605050505050505,100,500,3,5.0,garch
LASSO-TE,0.5258620689655172,0.9336734693877551,0.366,0.050505050505050504,0.019797979797979797,100,500,4,5.0,garch
OLS-TE,0.19256756756756757,0.11585365853658537,0.57,0.050505050505050504,0.24848484848484848,100,500,4,5.0,garch
LASSO-TE,0.5778961384820239,0.8645418326693227,0.434,0.050505050505050504,0.025353535353535354,100,500,5,5.0,garch
OLS-TE,0.1361833406787131,0.07652303120356613,0.618,0.050505050505050504,0.4078787878787879,100,500,5,5.0,garch
LASSO-TE,0.5636856368563685,0.8739495798319328,0.416,0.050505050505050504,0.02404040404040404,100,500,6,5.0,garch
OLS-TE,0.16839741790625878,0.0979431929480901,0.6,0.050505050505050504,0.3093939393939394,100,500,6,5.0,garch
LASSO-TE,0.5614525139664804,0.9305555555555556,0.402,0.050505050505050504,0.02181818181818182,100,500,7,5.0,garch
OLS-TE,0.16282894736842105,0.09434561626429479,0.594,0.050505050505050504,0.317979797979798,100,500,7,5.0,garch
LASSO-TE,0.5836791147994468,0.9461883408071748,0.422,0.050505050505050504,0.022525252525252525,100,500,8,5.0,garch
OLS-TE,0.156790770844258,0.09022329511164756,0.598,0.050505050505050504,0.33474747474747474,100,500,8,5.0,garch
LASSO-TE,0.520891364902507,0.8577981651376146,0.374,0.050505050505050504,0.02202020202020202,100,500,9,5.0,garch
OLS-TE,0.12481675392670157,0.06970760233918129,0.596,0.050505050505050504,0.4318181818181818,100,500,9,5.0,garch
LASSO-TE,0.038461538461538464,0.14285714285714285,0.022222222222222223,0.05172413793103448,0.008045977011494253,30,60,0,2.0,garch_factor
OLS-TE,0.06837606837606838,0.05555555555555555,0.08888888888888889,0.05172413793103448,0.08275862068965517,30,60,0,2.0,garch_factor
LASSO-TE,0.1111111111111111,0.3333333333333333,0.06666666666666667,0.05172413793103448,0.010344827586206896,30,60,1,2.0,garch_factor
OLS-TE,0.17307692307692307,0.15254237288135594,0.2,0.05172413793103448,0.067816091954023,30,60,1,2.0,garch_factor
LASSO-TE,0.07547169811320754,0.25,0.044444444444444446,0.05172413793103448,0.009195402298850575,30,60,2,2.0,garch_factor
OLS-TE,0.19801980198019803,0.17857142857142858,0.2222222222222222,0.05172413793103448,0.06436781609195402,30,60,2,2.0,garch_factor
LASSO-TE,0.12903225806451613,0.23529411764705882,0.08888888888888889,0.05172413793103448,0.01954022988505747,30,60,3,2.0,garch_factor
OLS-TE,0.17857142857142858,0.14925373134328357,0.2222222222222222,0.05172413793103448,0.07701149425287357,30,60,3,2.0,garch_factor
LASSO-TE,0.11320754716981132,0.375,0.06666666666666667,0.05172413793103448,0.009195402298850575,30,60,4,2.0,garch_factor
OLS-TE,0.17307692307692307,0.15254237288135594,0.2,0.05172413793103448,0.067816091954023,30,60,4,2.0,garch_factor
LASSO-TE,0.04,0.2,0.022222222222222223,0.05172413793103448,0.005747126436781609,30,60,5,2.0,garch_factor
OLS-TE,0.08403361344537816,0.06756756756756757,0.1111111111111111,0.05172413793103448,0.08505747126436781,30,60,5,2.0,garch_factor
LASSO-TE,0.17543859649122806,0.4166666666666667,0.1111111111111111,0.05172413793103448,0.013793103448275862,30,60,6,2.0,garch_factor
OLS-TE,0.18691588785046728,0.16129032258064516,0.2222222222222222,0.05172413793103448,0.07126436781609195,30,60,6,2.0,garch_factor
LASSO-TE,0.0,0.0,0.0,0.05172413793103448,0.017241379310344827,30,60,7,2.0,garch_factor
OLS-TE,0.17094017094017094,0.1388888888888889,0.2222222222222222,0.05172413793103448,0.08275862068965517,30,60,7,2.0,garch_factor
LASSO-TE,0.08163265306122448,0.5,0.044444444444444446,0.05172413793103448,0.004597701149425287,30,60,8,2.0,garch_factor
OLS-TE,0.1941747572815534,0.1724137931034483,0.2222222222222222,0.05172413793103448,0.06666666666666667,30,60,8,2.0,garch_factor
LASSO-TE,0.15384615384615385,0.5714285714285714,0.08888888888888889,0.05172413793103448,0.008045977011494253,30,60,9,2.0,garch_factor
OLS-TE,0.16326530612244897,0.1509433962264151,0.17777777777777778,0.05172413793103448,0.06091954022988506,30,60,9,2.0,garch_factor
LASSO-TE,0.23076923076923078,0.8571428571428571,0.13333333333333333,0.05172413793103448,0.008045977011494253,30,120,0,4.0,garch_factor
OLS-TE,0.26785714285714285,0.22388059701492538,0.3333333333333333,0.05172413793103448,0.07701149425287357,30,120,0,4.0,garch_factor
LASSO-TE,0.29508196721311475,0.5625,0.2,0.05172413793103448,0.01839080459770115,30,120,1,4.0,garch_factor
OLS-TE,0.2542372881355932,0.2054794520547945,0.3333333333333333,0.05172413793103448,0.0839080459770115,30,120,1,4.0,garch_factor
LASSO-TE,0.07547169811320754,0.25,0.044444444444444446,0.05172413793103448,0.009195402298850575,30,120,2,4.0,garch_factor
OLS-TE,0.183206106870229,0.13953488372093023,0.26666666666666666,0.05172413793103448,0.09885057471264368,30,120,2,4.0,garch_factor
LASSO-TE,0.1509433962264151,0.5,0.08888888888888889,0.05172413793103448,0.009195402298850575,30,120,3,4.0,garch_factor
OLS-TE,0.22807017543859648,0.18840579710144928,0.28888888888888886,0.05172413793103448,0.07931034482758621,30,120,3,4.0,garch_factor
LASSO-TE,0.21428571428571427,0.5454545454545454,0.13333333333333333,0.05172413793103448,0.01264367816091954,30,120,4,4.0,garch_factor
OLS-TE,0.22916666666666666,0.21568627450980393,0.24444444444444444,0.05172413793103448,0.05862068965517241,30,120,4,4.0,garch_factor
LASSO-TE,0.1509433962264151,0.5,0.08888888888888889,0.05172413793103448,0.009195402298850575,30,120,5,4.0,garch_factor
OLS-TE,0.25688073394495414,0.21875,0.3111111111111111,0.05172413793103448,0.0735632183908046,30,120,5,4.0,garch_factor
LASSO-TE,0.3125,0.5263157894736842,0.2222222222222222,0.05172413793103448,0.021839080459770115,30,120,6,4.0,garch_factor
OLS-TE,0.2706766917293233,0.20454545454545456,0.4,0.05172413793103448,0.10114942528735632,30,120,6,4.0,garch_factor
LASSO-TE,0.037037037037037035,0.1111111111111111,0.022222222222222223,0.05172413793103448,0.010344827586206896,30,120,7,4.0,garch_factor
OLS-TE,0.18705035971223022,0.13829787234042554,0.28888888888888886,0.05172413793103448,0.10804597701149425,30,120,7,4.0,garch_factor
LASSO-TE,0.46153846153846156,0.75,0.3333333333333333,0.05172413793103448,0.022988505747126436,30,120,8,4.0,garch_factor
OLS-TE,0.28378378378378377,0.20388349514563106,0.4666666666666667,0.05172413793103448,0.11839080459770115,30,120,8,4.0,garch_factor
LASSO-TE,0.23076923076923078,0.8571428571428571,0.13333333333333333,0.05172413793103448,0.008045977011494253,30,120,9,4.0,garch_factor
OLS-TE,0.26666666666666666,0.2,0.4,0.05172413793103448,0.10344827586206896,30,120,9,4.0,garch_factor
LASSO-TE,0.23728813559322035,0.5,0.15555555555555556,0.05172413793103448,0.016091954022988506,30,250,0,8.333333333333334,garch_factor
OLS-TE,0.24060150375939848,0.18181818181818182,0.35555555555555557,0.05172413793103448,0.10114942528735632,30,250,0,8.333333333333334,garch_factor
LASSO-TE,0.3333333333333333,0.4444444444444444,0.26666666666666666,0.05172413793103448,0.03103448275862069,30,250,1,8.333333333333334,garch_factor
OLS-TE,0.2839506172839506,0.19658119658119658,0.5111111111111111,0.05172413793103448,0.13448275862068965,30,250,1,8.333333333333334,garch_factor
LASSO-TE,0.34285714285714286,0.48,0.26666666666666666,0.05172413793103448,0.028735632183908046,30,250,2,8.333333333333334,garch_factor
OLS-TE,0.2658959537572254,0.1796875,0.5111111111111111,0.05172413793103448,0.1471264367816092,30,250,2,8.333333333333334,garch_factor
LASSO-TE,0.34375,0.5789473684210527,0.24444444444444444,0.05172413793103448,0.021839080459770115,30,250,3,8.333333333333334,garch_factor
OLS-TE,0.23076923076923078,0.16216216216216217,0.4,0.05172413793103448,0.12758620689655173,30,250,3,8.333333333333334,garch_factor
LASSO-TE,0.4383561643835616,0.5714285714285714,0.35555555555555557,0.05172413793103448,0.03218390804597701,30,250,4,8.333333333333334,garch_factor
OLS-TE,0.24043715846994534,0.15942028985507245,0.4888888888888889,0.05172413793103448,0.15862068965517243,30,250,4,8.333333333333334,garch_factor
LASSO-TE,0.29508196721311475,0.5625,0.2,0.05172413793103448,0.01839080459770115,30,250,5,8.333333333333334,garch_factor
OLS-TE,0.2112676056338028,0.15463917525773196,0.3333333333333333,0.05172413793103448,0.11149425287356322,30,250,5,8.333333333333334,garch_factor
LASSO-TE,0.3870967741935484,0.7058823529411765,0.26666666666666666,0.05172413793103448,0.01954022988505747,30,250,6,8.333333333333334,garch_factor
OLS-TE,0.2962962962962963,0.20512820512820512,0.5333333333333333,0.05172413793103448,0.13448275862068965,30,250,6,8.333333333333334,garch_factor
LASSO-TE,0.38095238095238093,0.6666666666666666,0.26666666666666666,0.05172413793103448,0.020689655172413793,30,250,7,8.333333333333334,garch_factor
OLS-TE,0.24277456647398843,0.1640625,0.4666666666666667,0.05172413793103448,0.1471264367816092,30,250,7,8.333333333333334,garch_factor
LASSO-TE,0.4507042253521127,0.6153846153846154,0.35555555555555557,0.05172413793103448,0.029885057471264367,30,250,8,8.333333333333334,garch_factor
OLS-TE,0.2543352601156069,0.171875,0.4888888888888889,0.05172413793103448,0.1471264367816092,30,250,8,8.333333333333334,garch_factor
LASSO-TE,0.5074626865671642,0.7727272727272727,0.37777777777777777,0.05172413793103448,0.02528735632183908,30,250,9,8.333333333333334,garch_factor
OLS-TE,0.2706766917293233,0.20454545454545456,0.4,0.05172413793103448,0.10114942528735632,30,250,9,8.333333333333334,garch_factor
LASSO-TE,0.5185185185185185,0.5833333333333334,0.4666666666666667,0.05172413793103448,0.041379310344827586,30,500,0,16.666666666666668,garch_factor
OLS-TE,0.27522935779816515,0.17341040462427745,0.6666666666666666,0.05172413793103448,0.19885057471264367,30,500,0,16.666666666666668,garch_factor
LASSO-TE,0.5135135135135135,0.6551724137931034,0.4222222222222222,0.05172413793103448,0.03333333333333333,30,500,1,16.666666666666668,garch_factor
OLS-TE,0.22707423580786026,0.14130434782608695,0.5777777777777777,0.05172413793103448,0.21149425287356322,30,500,1,16.666666666666668,garch_factor
LASSO-TE,0.410958904109589,0.5357142857142857,0.3333333333333333,0.05172413793103448,0.03218390804597701,30,500,2,16.666666666666668,garch_factor
OLS-TE,0.2318840579710145,0.14814814814814814,0.5333333333333333,0.05172413793103448,0.18620689655172415,30,500,2,16.666666666666668,garch_factor
LASSO-TE,0.5074626865671642,0.7727272727272727,0.37777777777777777,0.05172413793103448,0.02528735632183908,30,500,3,16.666666666666668,garch_factor
OLS-TE,0.3287671232876712,0.2376237623762376,0.5333333333333333,0.05172413793103448,0.11609195402298851,30,500,3,16.666666666666668,garch_factor
LASSO-TE,0.5070422535211268,0.6923076923076923,0.4,0.05172413793103448,0.029885057471264367,30,500,4,16.666666666666668,garch_factor
OLS-TE,0.3,0.20869565217391303,0.5333333333333333,0.05172413793103448,0.13218390804597702,30,500,4,16.666666666666668,garch_factor
LASSO-TE,0.5454545454545454,0.65625,0.4666666666666667,0.05172413793103448,0.0367816091954023,30,500,5,16.666666666666668,garch_factor
OLS-TE,0.3181818181818182,0.21374045801526717,0.6222222222222222,0.05172413793103448,0.15057471264367817,30,500,5,16.666666666666668,garch_factor
LASSO-TE,0.4090909090909091,0.4186046511627907,0.4,0.05172413793103448,0.04942528735632184,30,500,6,16.666666666666668,garch_factor
OLS-TE,0.2,0.11914893617021277,0.6222222222222222,0.05172413793103448,0.27011494252873564,30,500,6,16.666666666666668,garch_factor
LASSO-TE,0.5365853658536586,0.5945945945945946,0.4888888888888889,0.05172413793103448,0.04252873563218391,30,500,7,16.666666666666668,garch_factor
OLS-TE,0.24074074074074073,0.15204678362573099,0.5777777777777777,0.05172413793103448,0.19655172413793104,30,500,7,16.666666666666668,garch_factor
LASSO-TE,0.6027397260273972,0.7857142857142857,0.4888888888888889,0.05172413793103448,0.03218390804597701,30,500,8,16.666666666666668,garch_factor
OLS-TE,0.28019323671497587,0.17901234567901234,0.6444444444444445,0.05172413793103448,0.18620689655172415,30,500,8,16.666666666666668,garch_factor
LASSO-TE,0.5897435897435898,0.696969696969697,0.5111111111111111,0.05172413793103448,0.03793103448275862,30,500,9,16.666666666666668,garch_factor
OLS-TE,0.2857142857142857,0.18181818181818182,0.6666666666666666,0.05172413793103448,0.1896551724137931,30,500,9,16.666666666666668,garch_factor
LASSO-TE,0.039735099337748346,0.11538461538461539,0.024,0.05102040816326531,0.010612244897959184,50,60,0,1.2,garch_factor
OLS-TE,0.15120274914089346,0.13253012048192772,0.176,0.05102040816326531,0.06775510204081632,50,60,0,1.2,garch_factor
LASSO-TE,0.03208556149732621,0.04838709677419355,0.024,0.05102040816326531,0.025306122448979593,50,60,1,1.2,garch_factor
OLS-TE,0.15017064846416384,0.13095238095238096,0.176,0.05102040816326531,0.06857142857142857,50,60,1,1.2,garch_factor
LASSO-TE,0.05714285714285714,0.26666666666666666,0.032,0.05102040816326531,0.006122448979591836,50,60,2,1.2,garch_factor
OLS-TE,0.11764705882352941,0.10365853658536585,0.136,0.05102040816326531,0.06693877551020408,50,60,2,1.2,garch_factor
LASSO-TE,0.07441860465116279,0.08888888888888889,0.064,0.05102040816326531,0.036734693877551024,50,60,3,1.2,garch_factor
OLS-TE,0.1813031161473088,0.14035087719298245,0.256,0.05102040816326531,0.09306122448979592,50,60,3,1.2,garch_factor
LASSO-TE,0.06666666666666667,0.2,0.04,0.05102040816326531,0.01020408163265306,50,60,4,1.2,garch_factor
OLS-TE,0.16022099447513813,0.12236286919831224,0.232,0.05102040816326531,0.09673469387755101,50,60,4,1.2,garch_factor
LASSO-TE,0.04807692307692308,0.060240963855421686,0.04,0.05102040816326531,0.03387755102040816,50,60,5,1.2,garch_factor
OLS-TE,0.12987012987012986,0.1092896174863388,0.16,0.05102040816326531,0.0746938775510204,50,60,5,1.2,garch_factor
LASSO-TE,0.11049723756906077,0.17857142857142858,0.08,0.05102040816326531,0.022857142857142857,50,60,6,1.2,garch_factor
OLS-TE,0.18064516129032257,0.15135135135135136,0.224,0.05102040816326531,0.07551020408163266,50,60,6,1.2,garch_factor
LASSO-TE,0.050314465408805034,0.11764705882352941,0.032,0.05102040816326531,0.013877551020408163,50,60,7,1.2,garch_factor
OLS-TE,0.17804154302670624,0.14150943396226415,0.24,0.05102040816326531,0.08653061224489796,50,60,7,1.2,garch_factor
LASSO-TE,0.07042253521126761,0.29411764705882354,0.04,0.05102040816326531,0.0069387755102040816,50,60,8,1.2,garch_factor
OLS-TE,0.11764705882352941,0.10365853658536585,0.136,0.05102040816326531,0.06693877551020408,50,60,8,1.2,garch_factor
LASSO-TE,0.056338028169014086,0.23529411764705882,0.032,0.05102040816326531,0.0069387755102040816,50,60,9,1.2,garch_factor
OLS-TE,0.1267605633802817,0.11320754716981132,0.144,0.05102040816326531,0.06489795918367347,50,60,9,1.2,garch_factor
LASSO-TE,0.14965986394557823,0.5,0.088,0.05102040816326531,0.008979591836734694,50,120,0,2.4,garch_factor
OLS-TE,0.1853932584269663,0.14285714285714285,0.264,0.05102040816326531,0.09428571428571429,50,120,0,2.4,garch_factor
LASSO-TE,0.1456953642384106,0.4230769230769231,0.088,0.05102040816326531,0.010612244897959184,50,120,1,2.4,garch_factor
OLS-TE,0.20095693779904306,0.14334470989761092,0.336,0.05102040816326531,0.11959183673469388,50,120,1,2.4,garch_factor
LASSO-TE,0.20270270270270271,0.6521739130434783,0.12,0.05102040816326531,0.009387755102040816,50,120,2,2.4,garch_factor
OLS-TE,0.2554347826086957,0.1934156378600823,0.376,0.05102040816326531,0.09918367346938775,50,120,2,2.4,garch_factor
LASSO-TE,0.1111111111111111,0.42105263157894735,0.064,0.05102040816326531,0.007755102040816327,50,120,3,2.4,garch_factor
OLS-TE,0.19937694704049844,0.16326530612244897,0.256,0.05102040816326531,0.08,50,120,3,2.4,garch_factor
LASSO-TE,0.11188811188811189,0.4444444444444444,0.064,0.05102040816326531,0.007346938775510204,50,120,4,2.4,garch_factor
OLS-TE,0.24788732394366197,0.19130434782608696,0.352,0.05102040816326531,0.09387755102040816,50,120,4,2.4,garch_factor
LASSO-TE,0.2727272727272727,0.7241379310344828,0.168,0.05102040816326531,0.01183673469387755,50,120,5,2.4,garch_factor
OLS-TE,0.24293785310734464,0.18777292576419213,0.344,0.05102040816326531,0.09346938775510204,50,120,5,2.4,garch_factor
LASSO-TE,0.20134228187919462,0.625,0.12,0.05102040816326531,0.009795918367346938,50,120,6,2.4,garch_factor
OLS-TE,0.19302949061662197,0.14516129032258066,0.288,0.05102040816326531,0.10122448979591837,50,120,6,2.4,garch_factor
LASSO-TE,0.19736842105263158,0.5555555555555556,0.12,0.05102040816326531,0.011020408163265306,50,120,7,2.4,garch_factor
OLS-TE,0.19909502262443438,0.138801261829653,0.352,0.05102040816326531,0.1293877551020408,50,120,7,2.4,garch_factor
LASSO-TE,0.2206896551724138,0.8,0.128,0.05102040816326531,0.00816326530612245,50,120,8,2.4,garch_factor
OLS-TE,0.2471264367816092,0.19282511210762332,0.344,0.05102040816326531,0.0910204081632653,50,120,8,2.4,garch_factor
LASSO-TE,0.16901408450704225,0.7058823529411765,0.096,0.05102040816326531,0.0069387755102040816,50,120,9,2.4,garch_factor
OLS-TE,0.1636828644501279,0.12030075187969924,0.256,0.05102040816326531,0.10857142857142857,50,120,9,2.4,garch_factor
LASSO-TE,0.38323353293413176,0.7619047619047619,0.256,0.05102040816326531,0.017142857142857144,50,250,0,5.0,garch_factor
OLS-TE,0.21224489795918366,0.14246575342465753,0.416,0.05102040816326531,0.1489795918367347,50,250,0,5.0,garch_factor
LASSO-TE,0.3375,0.7714285714285715,0.216,0.05102040816326531,0.014285714285714285,50,250,1,5.0,garch_factor
OLS-TE,0.2641509433962264,0.18729096989966554,0.448,0.05102040816326531,0.12204081632653062,50,250,1,5.0,garch_factor
LASSO-TE,0.3125,0.7142857142857143,0.2,0.05102040816326531,0.014285714285714285,50,250,2,5.0,garch_factor
OLS-TE,0.26582278481012656,0.18051575931232092,0.504,0.05102040816326531,0.14244897959183672,50,250,2,5.0,garch_factor
LASSO-TE,0.4093567251461988,0.7608695652173914,0.28,0.05102040816326531,0.018775510204081632,50,250,3,5.0,garch_factor
OLS-TE,0.22423146473779385,0.14485981308411214,0.496,0.05102040816326531,0.17469387755102042,50,250,3,5.0,garch_factor
LASSO-TE,0.3,0.6857142857142857,0.192,0.05102040816326531,0.014285714285714285,50,250,4,5.0,garch_factor
OLS-TE,0.2661290322580645,0.1778975741239892,0.528,0.05102040816326531,0.15142857142857144,50,250,4,5.0,garch_factor
LASSO-TE,0.3493975903614458,0.7073170731707317,0.232,0.05102040816326531,0.01673469387755102,50,250,5,5.0,garch_factor
OLS-TE,0.33766233766233766,0.25,0.52,0.05102040816326531,0.10612244897959183,50,250,5,5.0,garch_factor
LASSO-TE,0.3670886075949367,0.8787878787878788,0.232,0.05102040816326531,0.013469387755102041,50,250,6,5.0,garch_factor
OLS-TE,0.30288461538461536,0.21649484536082475,0.504,0.05102040816326531,0.11877551020408163,50,250,6,5.0,garch_factor
LASSO-TE,0.42168674698795183,0.8536585365853658,0.28,0.05102040816326531,0.01673469387755102,50,250,7,5.0,garch_factor
OLS-TE,0.2905263157894737,0.19714285714285715,0.552,0.05102040816326531,0.14285714285714285,50,250,7,5.0,garch_factor
LASSO-TE,0.2911392405063291,0.696969696969697,0.184,0.05102040816326531,0.013469387755102041,50,250,8,5.0,garch_factor
OLS-TE,0.3034825870646766,0.22021660649819494,0.488,0.05102040816326531,0.11306122448979591,50,250,8,5.0,garch_factor
LASSO-TE,0.43023255813953487,0.7872340425531915,0.296,0.05102040816326531,0.019183673469387756,50,250,9,5.0,garch_factor
OLS-TE,0.27450980392156865,0.18862275449101795,0.504,0.05102040816326531,0.1363265306122449,50,250,9,5.0,garch_factor
LASSO-TE,0.6137566137566137,0.90625,0.464,0.05102040816326531,0.026122448979591838,50,500,0,10.0,garch_factor
OLS-TE,0.19768934531450577,0.11773700305810397,0.616,0.05102040816326531,0.26693877551020406,50,500,0,10.0,garch_factor
LASSO-TE,0.5550239234449761,0.6904761904761905,0.464,0.05102040816326531,0.03428571428571429,50,500,1,10.0,garch_factor
OLS-TE,0.17713004484304934,0.10299869621903521,0.632,0.05102040816326531,0.3130612244897959,50,500,1,10.0,garch_factor
LASSO-TE,0.5668449197860963,0.8548387096774194,0.424,0.05102040816326531,0.025306122448979593,50,500,2,10.0,garch_factor
OLS-TE,0.19430051813471502,0.11591962905718702,0.6,0.05102040816326531,0.2640816326530612,50,500,2,10.0,garch_factor
LASSO-TE,0.5306122448979592,0.7323943661971831,0.416,0.05102040816326531,0.028979591836734694,50,500,3,10.0,garch_factor
OLS-TE,0.20933521923620935,0.12714776632302405,0.592,0.05102040816326531,0.23755102040816325,50,500,3,10.0,garch_factor
LASSO-TE,0.6231155778894473,0.8378378378378378,0.496,0.05102040816326531,0.030204081632653063,50,500,4,10.0,garch_factor
OLS-TE,0.19732034104750304,0.11637931034482758,0.648,0.05102040816326531,0.28408163265306124,50,500,4,10.0,garch_factor
LASSO-TE,0.45555555555555555,0.7454545454545455,0.328,0.05102040816326531,0.022448979591836733,50,500,5,10.0,garch_factor
OLS-TE,0.20678513731825526,0.12955465587044535,0.512,0.05102040816326531,0.2016326530612245,50,500,5,10.0,garch_factor
LASSO-TE,0.5177664974619289,0.7083333333333334,0.408,0.05102040816326531,0.029387755102040815,50,500,6,10.0,garch_factor
OLS-TE,0.21568627450980393,0.1307300509337861,0.616,0.05102040816326531,0.24040816326530612,50,500,6,10.0,garch_factor
LASSO-TE,0.6145833333333334,0.8805970149253731,0.472,0.05102040816326531,0.027346938775510202,50,500,7,10.0,garch_factor
OLS-TE,0.26838235294117646,0.17422434367541767,0.584,0.05102040816326531,0.1710204081632653,50,500,7,10.0,garch_factor
LASSO-TE,0.5841584158415841,0.7662337662337663,0.472,0.05102040816326531,0.03142857142857143,50,500,8,10.0,garch_factor
OLS-TE,0.2270861833105335,0.13696369636963696,0.664,0.05102040816326531,0.2473469387755102,50,500,8,10.0,garch_factor
LASSO-TE,0.4685714285714286,0.82,0.328,0.05102040816326531,0.02040816326530612,50,500,9,10.0,garch_factor
OLS-TE,0.2114047287899861,0.12794612794612795,0.608,0.05102040816326531,0.24244897959183673,50,500,9,10.0,garch_factor
LASSO-TE,0.030592734225621414,0.34782608695652173,0.016,0.050505050505050504,0.0023232323232323234,100,60,0,0.6,garch_factor
OLS-TE,0.14562354763749033,0.11883691529709228,0.188,0.050505050505050504,0.0798989898989899,100,60,0,0.6,garch_factor
LASSO-TE,0.074487895716946,0.5405405405405406,0.04,0.050505050505050504,0.0037373737373737376,100,60,1,0.6,garch_factor
OLS-TE,0.16718266253869968,0.13636363636363635,0.216,0.050505050505050504,0.08,100,60,1,0.6,garch_factor
LASSO-TE,0.04206500956022945,0.4782608695652174,0.022,0.050505050505050504,0.0023232323232323234,100,60,2,0.6,garch_factor
OLS-TE,0.1290824261275272,0.10559796437659033,0.166,0.050505050505050504,0.07939393939393939,100,60,2,0.6,garch_factor
LASSO-TE,0.01937984496124031,0.3125,0.01,0.050505050505050504,0.0016161616161616162,100,60,3,0.6,garch_factor
OLS-TE,0.14401294498381878,0.12092391304347826,0.178,0.050505050505050504,0.07434343434343435,100,60,3,0.6,garch_factor
LASSO-TE,0.03468208092485549,0.47368421052631576,0.018,0.050505050505050504,0.0019191919191919192,100,60,4,0.6,garch_factor
OLS-TE,0.1287820015515904,0.10519645120405577,0.166,0.050505050505050504,0.0796969696969697,100,60,4,0.6,garch_factor
